Name,Team,W,L,ERA,G,GS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,playerid
Nick Pivetta,BOS,2,4,4.22,8,8,1,0,0,0,0,42.2,174,35,20,20,5,14,0,1,3,0,41,15454
Anthony Misiewicz,SEA,0,0,4.22,14,0,0,0,0,3,0,10.2,42,11,5,5,1,2,0,0,0,0,7,18152
Victor Arano,WSN,0,0,4.24,18,0,0,0,1,2,0,17.0,70,17,8,8,0,4,0,1,2,0,22,15915
Joely Rodriguez,NYM,0,2,4.26,14,0,0,0,0,4,0,12.2,51,7,7,6,1,7,0,0,0,0,16,11487
Corey Kluber,TBR,1,2,4.29,7,7,0,0,0,0,0,35.2,149,37,17,17,5,6,0,3,2,0,35,2429
Humberto Castellanos,ARI,3,1,4.29,9,7,0,0,0,0,0,35.2,149,33,18,17,5,9,0,3,1,0,26,21183
Adam Ottavino,NYM,2,1,4.30,16,0,0,0,0,3,1,14.2,66,13,7,7,1,6,1,1,3,0,23,1247
Nick Wittgren,STL,0,0,4.30,19,0,0,0,0,4,0,14.2,69,17,7,7,0,6,0,4,1,0,7,15594
Nathan Eovaldi,BOS,1,2,4.32,8,8,0,0,0,0,0,41.2,177,44,23,20,14,7,0,1,1,0,42,9132
Zach Davies,ARI,2,2,4.35,8,8,0,0,0,0,0,39.1,164,34,22,19,4,15,0,0,0,0,30,13183
Chris Flexen,SEA,1,6,4.35,7,7,0,0,0,0,0,39.1,165,39,19,19,7,12,0,1,0,0,29,13896
Josiah Gray,WSN,4,3,4.36,8,8,0,0,0,0,0,43.1,182,37,21,21,9,18,0,3,2,0,46,24580
Alex Colome,COL,1,0,4.38,13,0,0,0,2,3,1,12.1,61,19,10,6,0,7,1,0,0,0,7,6661
Austin Gomber,COL,2,3,4.38,7,7,0,0,0,0,0,39.0,156,35,21,19,6,13,1,0,0,0,32,16561
Eduardo Rodriguez,DET,1,3,4.38,8,8,0,0,0,0,0,39.0,169,35,26,19,4,17,0,0,0,0,34,13164
Corbin Martin,ARI,0,0,4.40,5,0,0,0,0,0,0,14.1,63,15,9,7,0,6,0,0,2,0,14,19884
Matt Bush,TEX,1,1,4.40,16,2,0,0,1,4,2,14.1,66,14,9,7,4,4,0,2,1,0,19,1246
Ryan Thompson,TBR,1,2,4.40,16,0,0,0,2,3,2,14.1,61,13,10,7,4,5,1,0,1,0,12,16647
Jesse Chavez,- - -,0,1,4.40,11,1,0,0,0,0,1,14.1,60,19,8,7,2,2,0,0,0,0,14,5448
Brett Martin,TEX,0,3,4.40,17,0,0,0,0,3,1,14.1,63,15,8,7,1,5,0,0,2,0,14,17369
Tyler Wells,BAL,1,3,4.41,8,8,0,0,0,0,0,32.2,135,33,16,16,5,6,0,1,0,0,23,20000
Tylor Megill,NYM,4,2,4.41,7,7,0,0,0,0,0,34.2,144,30,17,17,4,9,0,1,1,0,37,21318
Zach Plesac,CLE,1,3,4.42,7,7,0,0,0,0,0,38.2,167,40,23,19,6,12,0,2,1,0,23,19979
Justin Steele,CHC,1,4,4.50,7,7,0,0,0,0,0,28.0,128,29,17,14,1,15,0,0,1,1,29,17312
James Kaprielian,OAK,0,2,4.50,4,4,0,0,0,0,0,18.0,76,13,9,9,3,10,0,0,1,0,16,18331
Kodi Whitley,STL,2,0,4.50,11,0,0,0,0,1,0,10.0,44,7,5,5,0,6,0,2,0,0,10,19731
Anthony Bender,MIA,1,3,4.50,16,0,0,0,6,1,2,14.0,61,17,7,7,3,5,0,1,1,0,13,19742
Brusdar Graterol,LAD,0,2,4.50,15,0,0,0,0,5,0,14.0,61,11,8,7,1,8,1,0,0,0,12,20367
Antonio Senzatela,COL,2,2,4.55,7,7,0,0,0,0,0,29.2,137,48,19,15,2,8,0,1,0,0,11,15488
Drew Hutchison,DET,0,3,4.60,10,0,0,0,0,0,0,15.2,72,12,9,8,1,12,1,0,0,0,15,10732
Luis Castillo,CIN,0,2,4.60,3,3,0,0,0,0,0,15.2,64,14,8,8,2,4,0,0,0,1,12,15689
Bryan Baker,BAL,1,1,4.60,15,1,0,0,0,1,0,15.2,66,17,9,8,1,4,0,1,1,0,17,19804
Raisel Iglesias,LAA,1,2,4.61,16,0,0,0,8,0,1,13.2,54,9,8,7,3,4,0,1,1,0,17,17130
Ross Stripling,TOR,0,1,4.62,9,5,0,0,0,0,0,25.1,110,26,14,13,3,7,0,0,0,0,21,13273
Ryan Tepera,LAA,1,1,4.67,17,0,0,0,1,10,2,17.1,69,10,10,9,2,9,0,0,0,0,13,10291
Tanner Houck,BOS,3,3,4.70,9,4,0,0,0,0,0,30.2,126,24,16,16,2,13,0,3,2,0,29,19879
Collin Snider,KCR,3,1,4.70,18,0,0,0,0,6,1,15.1,62,16,8,8,1,6,0,0,0,0,12,23307
Bryce Elder,ATL,1,3,4.74,4,4,0,0,0,0,0,19.0,87,18,10,10,3,14,0,1,0,0,12,27779
Trevor Richards,TOR,1,0,4.76,17,0,0,0,0,5,0,17.0,74,16,10,9,5,8,0,0,0,0,19,19309
Robbie Ray,SEA,4,4,4.77,9,9,0,0,0,0,0,54.2,225,45,29,29,8,20,0,2,3,0,58,11486
Seth Lugo,NYM,0,1,4.80,16,0,0,0,2,7,1,15.0,65,16,8,8,2,5,0,0,0,0,15,12447
Jose Urquidy,HOU,3,1,4.81,7,7,0,0,0,0,0,33.2,148,46,18,18,6,4,0,1,1,0,20,18413
Jose Berrios,TOR,3,2,4.83,8,8,0,0,0,0,0,41.0,183,48,22,22,6,13,0,2,2,0,28,14168
Drew Steckenrider,SEA,0,1,4.85,14,0,0,0,2,4,1,13.0,60,17,7,7,1,5,0,0,0,0,9,18806
Kyle Freeland,COL,1,4,4.85,8,8,0,0,0,0,0,42.2,195,54,28,23,4,13,0,4,2,0,34,16256
Josh Rogers,WSN,2,2,4.87,10,3,0,0,0,1,0,20.1,85,18,11,11,4,7,0,0,0,0,12,18510
Marcus Stroman,CHC,1,4,4.88,6,6,0,0,0,0,0,31.1,128,29,20,17,5,7,0,0,0,0,28,13431
Zach Thompson,PIT,2,4,4.88,8,7,0,0,0,0,0,31.1,142,32,22,17,4,14,0,1,1,0,24,16094
Kyle Hendricks,CHC,2,4,4.89,9,9,0,0,0,0,0,49.2,212,49,27,27,10,17,0,3,0,0,35,12049
Mike Mayers,LAA,1,0,4.91,14,0,0,0,0,1,1,14.2,63,13,8,8,4,5,0,1,1,0,12,15451
Aaron Bummer,CHW,0,1,4.91,12,0,0,0,1,7,1,11.0,53,11,8,6,1,8,0,2,0,0,15,16258
Charlie Morton,ATL,3,3,4.95,8,8,0,0,0,0,0,40.0,179,39,23,22,4,19,0,5,1,0,37,4676
Tyler Gilbert,ARI,0,2,5.02,3,2,0,0,0,0,0,14.1,59,12,8,8,5,4,1,0,0,0,12,17964
Chris Stratton,PIT,2,1,5.02,16,0,0,0,2,4,2,14.1,68,19,10,8,0,5,1,0,1,0,14,13761
Kyle Bradish,BAL,1,2,5.06,4,4,0,0,0,0,0,21.1,87,23,13,12,4,6,0,1,1,0,22,24586
Tyler Matzek,ATL,0,1,5.06,13,0,0,0,0,6,0,10.2,47,6,8,6,1,9,0,2,2,0,10,10058
Spenser Watkins,BAL,0,1,5.10,7,7,0,0,0,0,0,30.0,137,33,20,17,5,15,0,3,1,1,14,17489
Beau Brieske,DET,0,3,5.13,5,5,0,0,0,0,0,26.1,114,24,16,15,7,11,0,0,0,1,15,26079
Dylan Bundy,MIN,3,2,5.14,6,6,0,0,0,0,0,28.0,120,30,16,16,4,7,0,0,0,0,25,12917
Trevor Rogers,MIA,2,5,5.20,8,8,0,0,0,0,0,36.1,163,40,23,21,6,15,0,1,3,0,34,22286
Anthony Gose,CLE,1,0,5.23,11,0,0,0,0,0,1,10.1,45,8,7,6,2,6,0,1,2,0,14,5097
Tyler Mahle,CIN,2,4,5.23,9,9,0,0,0,0,0,43.0,186,38,27,25,3,20,0,0,2,0,44,16358
Tyler Danish,BOS,1,0,5.25,8,0,0,0,0,0,0,12.0,51,11,8,7,3,2,0,2,0,0,12,15126
Matthew Festa,SEA,0,0,5.25,11,0,0,0,0,1,0,12.0,53,12,8,7,5,5,0,0,1,0,20,19330
Zack Littell,SFG,0,1,5.27,13,0,0,0,0,2,0,13.2,58,17,8,8,5,2,0,0,0,0,13,15823
Brandon Woodruff,MIL,4,2,5.35,7,7,0,0,0,0,0,33.2,149,34,23,20,5,12,0,2,0,0,43,16162
Casey Mize,DET,0,1,5.40,2,2,0,0,0,0,0,10.0,45,13,6,6,1,2,0,0,0,0,4,20492
Kolby Allard,TEX,0,2,5.40,5,0,0,0,0,0,0,10.0,41,9,6,6,3,3,1,0,0,0,7,18694
Robert Gsellman,CHC,0,1,5.40,5,0,0,0,0,0,0,10.0,41,11,6,6,1,2,0,0,0,0,7,13696
Sean Reid-Foley,NYM,0,0,5.40,7,0,0,0,0,0,0,10.0,44,7,6,6,1,7,0,1,0,0,8,17034
Jonathan Loaisiga,NYY,1,1,5.40,16,0,0,0,0,5,1,15.0,62,11,9,9,3,10,0,0,0,0,14,19753
Carlos Estevez,COL,1,1,5.40,14,0,0,0,0,2,0,11.2,53,15,7,7,3,5,0,0,1,0,7,14542
Bryan Shaw,CLE,1,0,5.40,16,0,0,0,0,3,0,11.2,50,11,7,7,2,5,0,1,0,0,5,8110
Taylor Hearn,TEX,2,2,5.46,7,7,0,0,0,0,0,29.2,138,34,18,18,5,16,0,2,1,0,31,18325
JT Brubaker,PIT,0,4,5.50,8,8,0,0,0,0,0,36.0,162,32,27,22,5,19,0,1,3,1,43,17578
Nick Lodolo,CIN,1,2,5.52,3,3,0,0,0,0,0,14.2,69,18,9,9,3,5,0,2,1,0,19,26378
Dallas Keuchel,CHW,2,3,5.54,6,6,0,0,0,0,0,26.0,128,36,21,16,3,15,1,0,3,0,16,9434
Jandel Gustave,MIL,0,0,5.54,12,0,0,0,0,1,0,13.0,60,13,8,8,3,5,0,1,1,0,15,14665
Glenn Otto,TEX,1,2,5.55,5,5,0,0,0,0,0,24.1,108,23,15,15,4,13,0,2,1,0,18,21366
Jake Lemoine,OAK,0,0,5.56,7,0,0,0,0,0,0,11.1,51,11,8,7,2,5,0,0,1,0,9,19785
Alex Cobb,SFG,3,1,5.61,6,6,0,0,0,0,0,25.2,114,30,21,16,2,9,0,0,3,1,32,6562
Steve Cishek,WSN,0,1,5.65,17,0,0,0,0,3,1,14.1,70,17,9,9,2,6,1,3,1,0,19,6483
Bryse Wilson,PIT,0,2,5.67,7,4,0,0,0,0,0,27.0,124,31,21,17,3,12,0,0,1,0,22,19990
Ty Blach,COL,1,0,5.68,10,0,0,0,1,0,1,19.0,78,18,12,12,3,5,1,0,0,0,13,14361
Daulton Jefferies,OAK,1,7,5.72,8,8,0,0,0,0,0,39.1,172,46,26,25,4,8,0,2,3,0,28,19345
Jon Gray,TEX,1,1,5.73,5,5,0,0,0,0,0,22.0,94,21,14,14,2,8,0,1,1,0,23,14916
Hunter Strickland,CIN,0,1,5.74,16,0,0,0,0,0,0,15.2,77,16,10,10,1,14,0,2,0,0,12,7836
Vince Velasquez,CHW,2,3,5.79,7,7,0,0,0,0,0,32.2,147,36,22,21,7,13,0,1,0,0,28,11189
Garrett Richards,TEX,1,1,5.84,10,2,0,0,0,0,0,12.1,52,10,8,8,2,7,0,1,0,0,13,9784
Cristopher Sanchez,PHI,0,1,5.84,5,1,0,0,0,0,0,12.1,55,10,8,8,2,6,1,3,0,0,12,20778
Tony Santillan,CIN,0,0,5.84,13,0,0,0,2,3,1,12.1,57,13,8,8,1,5,0,4,2,0,15,19926
Hyun-Jin Ryu,TOR,1,0,6.00,4,4,0,0,0,0,0,18.0,76,21,12,12,3,3,0,0,0,0,11,14444
Daniel Norris,CHC,0,2,6.00,11,1,0,0,0,1,0,12.0,48,7,8,8,3,6,0,0,0,0,16,13475
Paul Fry,BAL,0,0,6.00,12,0,0,0,0,1,0,12.0,54,9,9,8,1,7,0,2,2,0,12,15832
Steven Matz,STL,3,3,6.03,8,8,0,0,0,0,0,37.1,164,44,25,25,8,8,0,1,1,0,44,13361
Anthony DeSclafani,SFG,0,1,6.08,3,3,0,0,0,0,0,13.1,63,22,9,9,2,2,0,1,0,0,13,13050
Phillips Valdez,BOS,0,1,6.10,8,0,0,0,0,0,0,10.1,45,6,7,7,0,4,0,5,0,1,11,15605
Jose Suarez,LAA,0,2,6.11,5,4,0,0,0,0,0,17.2,85,21,12,12,4,12,0,0,0,0,16,19911
Elieser Hernandez,MIA,2,3,6.15,7,7,0,0,0,0,0,33.2,154,36,27,23,10,12,0,3,0,0,30,16933
German Marquez,COL,1,3,6.16,7,7,0,0,0,0,0,38.0,169,47,30,26,7,11,0,1,3,0,32,15038
Hunter Greene,CIN,1,6,6.21,7,7,0,0,0,0,0,33.1,154,32,24,23,11,20,0,1,2,0,44,22182
Ryan Brasier,BOS,0,2,6.28,18,0,0,0,0,4,1,14.1,63,18,10,10,5,3,0,0,1,0,16,5615
Caleb Thielbar,MIN,1,0,6.28,16,0,0,0,0,3,0,14.1,61,12,10,10,1,7,0,0,0,0,19,10078
Patrick Corbin,WSN,0,6,6.28,8,8,1,0,0,0,0,38.2,182,46,30,27,4,19,0,2,0,0,36,9323
Lucas Luetge,NYY,1,1,6.30,13,0,0,0,0,3,0,10.0,48,12,8,7,1,4,1,1,0,0,13,8337
Mitch Keller,PIT,1,5,6.37,8,7,0,0,0,0,0,35.1,161,41,25,25,5,14,0,2,0,0,30,17594
Joan Adon,WSN,1,7,6.38,8,8,0,0,0,0,0,36.2,171,37,26,26,5,23,1,5,6,0,31,22925
Josh Fleming,TBR,2,3,6.38,6,2,0,0,0,0,0,18.1,93,27,23,13,2,9,0,1,0,0,17,20418
Mark Leiter,CHC,0,1,6.57,5,3,0,0,0,0,0,12.1,55,12,9,9,2,7,0,1,0,0,12,15551
Art Warren,CIN,2,1,6.59,15,0,0,0,1,1,2,13.2,61,14,10,10,3,9,0,0,0,0,14,18251
Buck Farmer,CIN,0,0,6.75,10,0,0,0,0,0,0,12.0,59,15,10,9,2,7,0,1,2,0,17,14814
J.B. Wendelken,ARI,0,1,6.75,12,0,0,0,0,0,0,12.0,55,14,9,9,2,6,0,1,0,0,8,14506
Jose Alvarado,PHI,0,0,6.75,14,0,0,0,0,5,0,10.2,51,12,8,8,0,6,0,1,3,0,17,17780
Julian Merryweather,TOR,0,2,6.94,12,0,0,0,0,0,0,11.2,49,12,9,9,1,1,0,0,1,0,12,16703
Ashton Goudeau,COL,0,0,7.07,9,0,0,0,1,0,0,14.0,64,19,13,11,2,5,0,0,1,0,10,15139
Matt Barnes,BOS,0,3,7.11,15,0,0,0,1,0,1,12.2,58,14,13,10,1,6,1,1,2,0,10,12863
James Norwood,PHI,1,0,7.11,14,0,0,0,0,1,0,12.2,54,11,11,10,1,5,0,0,0,0,14,16440
Caleb Smith,ARI,0,1,7.20,10,1,0,0,0,1,0,15.0,71,15,13,12,6,10,0,0,0,0,18,14875
Mark Melancon,ARI,0,5,7.43,16,0,0,0,8,0,1,13.1,64,20,14,11,1,5,0,1,0,0,5,4264
Matt Brash,SEA,1,3,7.65,5,5,0,0,0,0,0,20.0,95,24,17,17,3,17,0,1,0,0,19,25756
Aaron Civale,CLE,2,3,7.84,7,7,0,0,0,0,0,31.0,144,38,31,27,6,9,0,4,1,0,30,19479
Aaron Sanchez,WSN,2,3,7.94,5,5,0,0,0,0,0,22.2,101,32,21,20,4,6,1,1,1,0,12,11490
Heath Hembree,PIT,2,0,8.10,17,0,0,0,0,2,1,13.1,62,15,12,12,5,9,0,0,0,0,10,11632
Jhoulys Chacin,COL,3,1,8.31,13,0,0,0,0,2,0,17.1,76,16,17,16,3,9,0,0,0,0,15,2608
Kutter Crawford,BOS,1,1,8.44,8,0,0,0,0,0,0,10.2,55,15,11,10,2,8,1,0,1,0,14,20531
Austin Voth,WSN,0,0,8.44,17,0,0,0,0,1,0,16.0,79,28,16,15,3,5,0,0,2,0,16,15047
Vladimir Gutierrez,CIN,0,5,8.65,6,6,0,0,0,0,0,26.0,128,32,25,25,6,19,1,6,0,0,19,19278
Kirby Snead,OAK,0,0,8.74,14,0,0,0,0,4,1,11.1,59,20,11,11,1,7,0,0,1,0,8,19179
Tyler Alexander,DET,0,3,8.76,4,4,0,0,0,0,0,12.1,59,17,14,12,3,5,0,0,0,0,9,17735
T.J. McFarland,STL,0,0,9.00,14,0,0,0,0,1,0,13.0,59,19,13,13,3,5,0,1,0,0,7,3237
Diego Castillo,SEA,1,0,9.00,16,0,0,0,2,0,0,13.0,66,20,15,13,1,8,1,0,1,0,12,17496
Carlos Hernandez,KCR,0,3,9.10,7,7,0,0,0,0,0,29.2,149,44,31,30,4,20,0,1,2,0,16,22713
Travis Lakins Sr.,BAL,0,1,9.58,6,0,0,0,0,0,0,10.1,50,14,11,11,3,6,0,1,1,0,8,18600
Jake McGee,SFG,1,1,9.58,11,0,0,0,2,1,1,10.1,51,16,12,11,1,4,1,0,0,0,6,7550
Dauri Moreta,CIN,0,1,9.88,15,1,0,0,0,1,0,13.2,63,15,15,15,7,6,0,2,0,0,16,21101
Miguel Yajure,PIT,1,0,11.32,6,0,0,0,0,0,0,10.1,53,16,13,13,1,6,0,2,0,0,4,21111
Adam Oller,OAK,0,3,12.27,4,4,0,0,0,0,0,14.2,76,21,21,20,6,11,0,1,1,0,11,20132
Kris Bubic,KCR,0,3,12.83,6,5,0,0,0,0,0,13.1,68,19,19,19,5,11,0,0,0,1,10,21455
Reiver Sanmartin,CIN,0,4,13.78,5,4,0,0,0,0,0,16.1,83,28,25,25,4,9,0,0,2,1,10,19754
